study_id,session_id,trial_id,run_id,sequence_order,model_name,timestamp,domain,stem,tld,tld_type,label_type,prompt_type,prompt_id,retrieval_priority_1,retrieval_type_1,retrieval_purpose_1,retrieval_confidence_1,retrieval_priority_2,retrieval_type_2,retrieval_purpose_2,retrieval_confidence_2,retrieval_priority_3,retrieval_type_3,retrieval_purpose_3,retrieval_confidence_3,retrieval_priority_4,retrieval_type_4,retrieval_purpose_4,retrieval_confidence_4,retrieval_priority_5,retrieval_type_5,retrieval_purpose_5,retrieval_confidence_5,overall_retrieval_strategy,uncertainty_posture,verification_escalation,retrieval_depth_priority,justification_type,justification_notes,caution_count,mentions_risk,mentions_verification,mentions_uncertainty,mentions_scrutiny,mentions_retrieval_sequencing,mentions_authority_checking,mentions_metadata,mentions_content_retrieval,coder_id,coding_version
study1_P1,S1,P1_054,R1,6,claude,5/28/2026,caldrison.org,caldrsion,.org,general-purpose,general,full_triage,S1_P1,Passive registration provenance retrieval,infrastructure,"Query WHOIS/registration metadata to determine registration age, registrar identity, registrant jurisdiction visibility, expiry state, and registrant-opacity characteristics without direct domain interaction.",65,Passive DNS record enumeration,infrastructure,"Query A, MX, NS, and TXT DNS records to determine infrastructure topology, operational deployment, mail configuration, platform linkage, and DNS-provider context without HTTP interaction.",60,Minimal HTTP behavior probing,behavior,"Issue a HEAD request only to determine reachability, status codes, redirect behavior, server headers, hosting/CDN indicators, and basic HTTP response characteristics without fetching or rendering content.",75,,,,,,,,,general-purpose passive-before-active uncertainty sequencing,narrowed,medium,passive-before-active,mixed,"Strong emphasis on registration-before-resolution sequencing and passive infrastructure characterization under Path B uncertainty-preserving handling. Retrieval logic prioritizes low-interaction uncertainty reduction, operational-context discovery, and contingent escalation while explicitly deferring semantic/content analysis and avoiding legitimacy or trustworthiness inference.",4,0,1,0,0,1,1,1,0,RF,v1
study1_P1,S1,P1_055,R1,1,chatgpt,5/28/2026,lanteravia.com,lanteravia,.com,general-purpose,general,full_triage,S1_P1,Passive infrastructural observation retrieval,infrastructure,"Query DNS resolution behavior, WHOIS/RDAP registration presence, TLS certificate existence/metadata, HTTP status/redirect behavior, and MX records to determine whether the namespace exhibits operational baseline infrastructure without deep content interaction.",91,Passive operational-classification metadata retrieval,infrastructure,"Query registrar category, registration recency, ASN/hosting-provider context, geolocation, parking/delegation status, and organizational metadata endpoints (robots.txt, security.txt) to refine operational classification without semantic interpretation.",84,Constrained surface-level content retrieval,content,"Retrieve lightweight headers, landing-page metadata, title/meta descriptors, and limited snapshots without executing active scripts or performing deep semantic analysis.",76,,,,,,,,,uncertainty-preserving passive-first sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on low-interaction infrastructural observation before any semantic exposure. Retrieval sequencing is explicitly designed to maximize procedural signal acquisition while minimizing premature interpretive collapse, preserving uncertainty as a routing condition rather than resolving it into legitimacy or trustworthiness judgments.",4,0,1,0,0,1,1,1,0,RF,v1
study1_P1,S1,P1_056,R1,2,chatgpt,5/28/2026,lanteravia.med,lanteravia,.med,sector-specific,medical,full_triage,S1_P1,Passive infrastructure-level retrieval,infrastructure,"Query DNS resolution, WHOIS/RDAP registration metadata, TLS certificate existence/issuer metadata, and basic HTTP status/redirect/header behavior to establish baseline operational existence and infrastructure coherence before semantic retrieval.",91,Organizational attribution retrieval,attribution,"Query registrant organization fields, ASN/hosting-provider identity, and institutional ownership indicators to identify possible stewardship or affiliation patterns without assuming validation.",78,Limited surface-level semantic retrieval,content,"Retrieve homepage title, metadata descriptors, robots directives, and shallow non-interactive semantic fingerprints to determine whether visible presentation aligns with the tentative .med healthcare classification.",74,Verification-oriented procedural retrieval,verification,"Check for contact information, regulatory disclosures, jurisdictional references, and existence of about/privacy/terms pages to assess procedural transparency artifacts without substantive evaluation.",69,,,,,healthcare-oriented passive-first verification sequencing,narrowed,high,passive-first,mixed,"Strong emphasis on operational existence and infrastructural coherence before semantic interpretation or trust assessment. Retrieval sequencing prioritizes low-interaction uncertainty reduction, attribution/context refinement, and procedural tractability while explicitly separating sector signaling from legitimacy or authority inference.",8,1,1,1,0,1,1,1,1,RF,v1
study1_P1,S1,P1_057,R1,3,chatgpt,5/28/2026,lanteravia.finance,lanteravia,.finance,sector-specific,finance,full_triage,S1_P1,Passive infrastructure/registration retrieval,infrastructure,"Query DNS resolution, WHOIS/RDAP metadata, TLS/certificate-transparency presence, passive HTTP headers, redirect behavior, and network reachability to determine whether the namespace exhibits coherent operational infrastructure without semantic retrieval.",91,Organizational/ownership correlation retrieval,attribution,"Query registrant organization fields, ASN/hosting-provider associations, cross-domain infrastructure correlations, and publicly observable operational affiliations to contextualize deployment posture and possible ecosystem linkage.",83,Constrained content-adjacent retrieval,content,"Retrieve HTTP status behavior, landing-page existence, minimal title/header metadata, robots.txt/sitemap presence, redirect targets, and authentication/transactional interface indicators without substantive semantic analysis.",79,Regulatory/institutional verification retrieval,verification,"Query financial-regulatory registries, licensing disclosures, jurisdictional registration indicators, and other public compliance artifacts to determine whether the source appears associated with regulated operational categories.",68,,,,,finance-oriented passive-first escalation sequencing,narrowed,high,passive-first,mixed,Strong emphasis on exhausting low-interaction structural and infrastructural retrieval before semantic interpretation or institutional verification. Retrieval sequencing is explicitly designed to separate operational characterization from trust determination while supporting escalation decisions under finance-sensitive uncertainty conditions.,9,1,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_058,R1,4,chatgpt,5/28/2026,lanteravia.legal,lanteravia,.legal,sector-specific,legal,full_triage,S1_P1,Passive infrastructure/registration retrieval,infrastructure,"Query DNS records, registration status, nameserver configuration, certificate-transparency presence, and basic transport behavior to establish whether the domain appears operational, dormant, newly configured, or structurally anomalous without substantive content interaction.",88,Passive organizational-identification retrieval,attribution,"Query registrant category, jurisdictional indicators, organizational naming consistency, and externally observable institutional linkage signals to determine whether the domain maps to a coherent operational entity.",79,Minimal surface-behavior retrieval,behavior,"Retrieve constrained HTTP response characteristics, landing-page presence indicators, generic service signals, and visible disclaimers without substantive semantic evaluation or deep content retrieval.",73,External corroboration/verification retrieval,verification,"Query constrained external registries, professional directories, and independent references to determine whether the source appears associated with a recognized organizational or professional presence.",68,,,,,legal-sector passive-first verification sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on low-interaction structural verification and identity coherence before broader corroboration or semantic interpretation. Retrieval sequencing is explicitly designed to conserve retrieval resources, preserve uncertainty discipline, and separate operational characterization from legitimacy or authority inference within a legal-sector context.",7,1,1,1,0,1,1,1,1,RF,v1
study1_P1,S1,P1_059,R1,5,chatgpt,5/28/2026,lanteravia.kids,lanteravia,.kids,sector-specific,child-oriented,full_triage,S1_P1,Passive infrastructure-level retrieval,infrastructure,"Query DNS resolution status, WHOIS/RDAP metadata, certificate-transparency presence, HTTP status/header/redirect metadata, and ASN/hosting context to determine whether the namespace appears operational, dormant, newly provisioned, or structurally anomalous without content interpretation.",88,TLD/namespace contextualization retrieval,policy,"Query registry-level characteristics, intended-use framing, registration restrictions, and policy positioning of the .kids namespace to calibrate the procedural interpretive weight of the namespace signal itself.",73,Minimal surface-endpoint retrieval,behavior,"Retrieve only high-level endpoint characteristics such as parked/error/placeholder states, landing-page existence, login/storefront/educational portal indicators, and generic structural behavior without substantive semantic analysis.",81,Ownership/organizational attribution retrieval,attribution,"Query registrant organization visibility, naming consistency, contact/legal disclosure presence, and basic operational identity coherence signals without validating authenticity or authority.",69,External-reference corroboration retrieval,corroboration,"Query passive indexes, directory references, and benign external mentions to determine whether the domain appears isolated, newly established, operationally integrated, or inconsistently represented across broader ecosystems.",61,child-oriented namespace calibration sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on preserving uncertainty discipline through passive-first sequencing and explicit calibration of the .kids namespace signal before deeper operational or attributional interpretation. Retrieval logic prioritizes infrastructural existence, namespace procedural meaning, and minimal operational characterization before corroboration or identity-sensitive verification.",9,1,1,1,0,1,1,1,1,RF,v1
study1_P1,S1,P1_060,R1,6,chatgpt,5/28/2026,lanteravia.org,lanteravia,.org,general-purpose,general,full_triage,S1_P1,Passive infrastructure/registration retrieval,infrastructure,"Query DNS resolution behavior, WHOIS/RDAP metadata, TLS certificate presence/issuer metadata, HTTP status/redirect/header characteristics, and operational consistency signals to determine whether the domain appears active, dormant, transient, or minimally maintained without substantive content interaction.",88,Minimal identity/classification retrieval,content,"Retrieve only homepage title/metadata, self-identified organizational naming, language/geographic indicators, and coarse organizational/personal/parked/infrastructural cues to refine procedural classification with minimal semantic exposure.",81,External corroboration-presence retrieval,corroboration,"Query public indexes, directories, linked organizational references, and persistence across independent systems to determine whether the source exists within a broader observable ecosystem without authority or reputation scoring.",76,,,,,,,,,general-purpose passive-first uncertainty sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on preserving uncertainty through low-interaction infrastructural observation before semantic or corroborative interpretation. Retrieval sequencing prioritizes operational existence, coarse classification refinement, and ecosystem persistence signals while explicitly separating procedural orientation from trustworthiness or correctness evaluation.",5,0,1,0,0,1,1,1,0,RF,v1
study1_P1,S1,P1_061,R1,1,chatgpt,5/28/2026,merquonix.com,merquonix,.com,general-purpose,general,full_triage,S1_P1,Passive infrastructure-level observation,infrastructure,"Query DNS resolution, WHOIS/RDAP availability, certificate-transparency presence, and basic HTTP response characteristics to establish minimal operational existence without deep content retrieval.",93,High-level organizational/structural metadata retrieval,infrastructure,"Query registrar patterns, registration recency, hosting/provider categorization, passive DNS associations, and coarse infrastructure clustering to identify broad operational context without legitimacy or authority inference.",85,Limited passive reputation/indexing presence retrieval,reputation,"Query major search indexes, transparency datasets, and passive telemetry repositories to determine ecosystem presence, historical visibility, or absence from passive observation systems.",77,Minimal active top-level HTTP behavior retrieval,behavior,"Retrieve response headers, redirect patterns, status codes, content length, MIME type, and server behavior without semantic page interpretation.",81,,,,,general-purpose passive-to-minimal-active sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on low-interaction infrastructure-first sequencing under general-purpose namespace uncertainty. Retrieval logic separates operational existence, ecosystem visibility, structural context, semantic content, and trustworthiness while maximizing uncertainty reduction and minimizing premature inference.",4,0,1,0,0,1,1,1,0,RF,v1
study1_P1,S1,P1_062,R1,2,chatgpt,5/28/2026,merquonix.med,merquonix,.med,sector-specific,medical,full_triage,S1_P1,Passive infrastructure-level inspection,infrastructure,"Query DNS resolution, nameserver presence, MX records, TLS certificate metadata, WHOIS/RDAP registration data, and passive HTTP headers to determine whether the namespace exhibits coherent operational infrastructure without semantic engagement.",91,Lightweight protocol/endpoint characterization,behavior,"Retrieve HTTP status behavior, redirect patterns, content-type responses, parked-domain indicators, login-gate presence, certificate/domain consistency signals, and robots.txt/security.txt existence without rendering substantive content.",87,Organizational attribution and registry-context verification,attribution,"Query registrar consistency, jurisdictional registration context, organizational attribution indicators, certificate subject metadata, publicly observable affiliation signals, and namespace governance characteristics to refine provenance ambiguity.",79,Constrained content-surface sampling,content,"Retrieve homepage titles, metadata descriptors, disclaimers, organizational self-description snippets, and top-level navigation labels without deep crawling or substantive interpretive analysis.",74,,,,,healthcare-sensitive passive-escalation sequencing,narrowed,high,passive-first,mixed,Strong emphasis on uncertainty preservation and cautious escalation under a medically suggestive namespace context. Retrieval sequencing progresses deliberately from infrastructure-level operational characterization toward increasingly content-adjacent signals while explicitly separating procedural validation from trustworthiness or legitimacy inference.,8,1,1,1,0,1,1,1,1,RF,v1
study1_P1,S1,P1_063,R1,3,chatgpt,5/28/2026,merquonix.finance,merquonix,.finance,sector-specific,finance,full_triage,S1_P1,Passive infrastructure-level observation,infrastructure,"Query DNS resolution status, nameserver configuration, TLD registration visibility, certificate-transparency presence, passive network metadata, and operational existence indicators to determine whether the namespace appears active, dormant, abandoned, parked, or structurally anomalous without direct content interaction.",91,Registration and temporal metadata assessment,attribution,"Query approximate domain age, registration recency, registrar visibility, lifecycle indicators, and ownership-obfuscation patterns to establish temporal and administrative context without inferring legitimacy.",84,Passive reputation and cross-reference presence,reputation,"Query indexing systems, passive reputation feeds, security telemetry, and public infrastructure datasets to determine whether the domain exhibits broader ecosystem visibility or prior observable footprint.",79,Minimal active retrieval / restricted HTTP probing,behavior,"Retrieve HTTP response existence, redirect behavior, TLS negotiation characteristics, response headers, and parking/error/empty-state indicators without deep content retrieval.",87,Deferred semantic/content retrieval,content,"Retrieve visible claims, organizational identity assertions, financial-service descriptions, contact information, and regulatory representations only after infrastructural and operational uncertainty has been partially reduced.",76,finance-sensitive passive-escalation sequencing,narrowed,high,passive-first,mixed,"Strong emphasis on exhausting low-interaction structural and temporal observations before semantic interpretation under finance-sensitive uncertainty conditions. Retrieval sequencing deliberately separates operational characterization, ecosystem visibility, and contextual interpretation while preserving uncertainty and minimizing premature trust inference.",9,1,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_064,R1,4,chatgpt,5/28/2026,merquonix.legal,merquonix,.legal,sector-specific,legal,full_triage,S1_P1,Passive infrastructure/registration metadata retrieval,infrastructure,"Query DNS resolution status, WHOIS/RDAP registration metadata, certificate-transparency/TLS presence, nameserver/provider patterns, and basic HTTP response behavior to determine operational existence, deployment maturity, or anomalous infrastructure patterns without substantive content retrieval.",91,High-level organizational surface-signal retrieval,content,"Retrieve landing-page existence indicators, contact disclosures, organizational identifiers, jurisdictional references, login portals, redirects, registrar defaults, and parked/undeveloped-page characteristics to obtain coarse organizational characterization without semantic validation.",84,External corroboration and institutional-linkage retrieval,corroboration,"Query independent registries, business/legal registration indicators, professional listings, and external references to determine whether the domain appears connected to broader institutional ecosystems without evaluating substantive claims.",79,Limited behavioral/interaction characterization,behavior,"Retrieve redirect behavior, authentication requirements, script-heavy/evasive behavior indicators, unusual request patterns, and error-handling consistency through constrained interaction without deep crawling or semantic extraction.",71,,,,,legal-sensitive operational-first sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on low-interaction uncertainty reduction and operational characterization before semantic interpretation or authority inference. Retrieval sequencing prioritizes infrastructural existence, coarse organizational surface signals, and corroborative context while preserving epistemic caution and separating procedural handling from trust assessment.",7,1,1,1,0,1,1,1,1,RF,v1
study1_P1,S1,P1_065,R1,5,chatgpt,5/28/2026,merquonix.kids,merquonix,.kids,sector-specific,child-oriented,full_triage,S1_P1,Passive DNS/registration metadata retrieval,infrastructure,"Query DNS resolution status, nameserver configuration, registration timing metadata, registrar information, and MX/service indicators to determine whether the namespace appears operationally active, minimally configured, or structurally anomalous without interacting with hosted content.",88,Passive TLS/HTTP surface observation,behavior,"Retrieve minimal HTTP response presence, redirect behavior, TLS certificate existence/metadata, server-response characteristics, and status-code behavior without full rendering or deep crawling.",82,Limited organizational attribution retrieval,attribution,"Query registrant organization visibility, ASN/hosting-provider associations, publicly exposed contact structures, and namespace/infrastructure consistency indicators without interpretive legitimacy inference.",71,Minimal content-presence verification,content,"Retrieve only shallow public-facing indicators such as placeholder pages, login portals, empty hosts, or generic splash pages without substantive semantic analysis or trust judgments.",67,,,,,child-oriented passive-escalation sequencing,narrowed,medium,passive-first,mixed,Strong emphasis on preserving uncertainty and minimizing unnecessary interaction under a child-associated namespace context. Retrieval sequencing deliberately progresses from low-interaction infrastructural validation toward increasingly content-adjacent observation while explicitly separating namespace signals from legitimacy or trustworthiness conclusions.,8,1,1,1,0,1,1,1,0,RF,v1
study1_P1,S1,P1_066,R1,6,chatgpt,5/28/2026,merquonix.org,merquonix,.org,general-purpose,general,full_triage,S1_P1,Passive infrastructure-level inspection,infrastructure,"Query DNS resolution status, nameserver presence, WHOIS/RDAP registration metadata, TLS certificate presence, and basic HTTP status behavior to determine whether the namespace appears operational, dormant, parked, misconfigured, recently registered, or structurally incomplete without substantive interaction.",91,Limited metadata-level web-presence enumeration,corroboration,"Query search-index visibility, passive reputation/archive systems, public references/citations, and high-level contextual associations to determine whether the domain exhibits observable external footprint or historical persistence.",84,Constrained active retrieval of top-level response behavior,behavior,"Retrieve landing-page accessibility, redirect behavior, MIME/content-type responses, placeholder/parking/login/error states, and minimal header-level characteristics prior to substantive content analysis.",79,Limited subject-area orientation retrieval,content,Retrieve only high-level organizational self-description snippets and non-substantive classification cues to determine whether the source aligns with recognizable operational categories without validating claims or authority.,72,,,,,general-purpose staged uncertainty-preserving sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on progressive uncertainty reduction through staged low-interaction retrieval. Sequencing prioritizes operational infrastructure, ecosystem footprint, constrained behavioral observation, and only then limited semantic orientation, explicitly separating procedural routing from authority or credibility inference.",4,0,1,0,0,1,1,1,0,RF,v1
study1_P1,S1,P1_067,R1,1,chatgpt,5/28/2026,caldrison.com,caldrison,.com,general-purpose,general,full_triage,S1_P1,Passive infrastructure-level observation,infrastructure,"Query DNS resolution status, certificate-transparency presence, WHOIS/RDAP registration metadata, passive ASN/hosting attribution, and basic HTTP response characteristics to determine whether the namespace appears operational, dormant, parked, misconfigured, transient, or minimally provisioned without semantic interpretation.",92,Minimal surface-level retrieval,behavior,"Retrieve lightweight HTTP/TLS observations including HEAD responses, redirect behavior, status codes, TLS configuration, and accessible landing-content presence without deep interaction or semantic analysis.",87,Externally observable contextual-association retrieval,corroboration,"Query passive search indexing presence, historical DNS observations, certificate-transparency references, and known organizational associations to determine whether the namespace exhibits broader ecosystem visibility or historical continuity.",79,Constrained human-readable surface inspection,content,"Retrieve only minimal visible landing-page indicators and coarse organizational/commercial/informational cues without deep crawling, embedded execution, or substantive trust evaluation.",71,,,,,general-purpose infrastructure-first staged sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on progressing from low-interaction infrastructural observation toward increasingly interpretive retrieval stages under constrained uncertainty. Retrieval sequencing explicitly delays semantic interpretation in favor of operational characterization, contextual visibility, and proportional escalation while avoiding conflation of discoverability with trustworthiness.",4,0,1,0,0,1,1,1,0,RF,v1
study1_P1,S1,P1_068,R1,2,chatgpt,5/28/2026,caldrison.med,caldrison,.med,sector-specific,medical,full_triage,S1_P1,Passive infrastructure/registration signal retrieval,infrastructure,"Query DNS resolution status, WHOIS/RDAP registration metadata, certificate-transparency presence, and basic HTTP response metadata to determine whether the namespace appears operational, dormant, parked, newly registered, or structurally configured for active use without substantive interaction.",88,Organizational attribution and namespace-context verification,attribution,"Query registrant organization visibility, ASN/hosting context, institutional/private registration patterns, and publicly observable administrative/contact structures to refine organizational continuity and operational attribution without legitimacy inference.",79,Controlled content-adjacent inspection,content,"Retrieve minimal headers, homepage existence indicators, non-interactive metadata, and coarse category indicators to determine whether the namespace presentation remains plausibly aligned with the tentative healthcare-oriented classification.",74,,,,,,,,,healthcare-sensitive uncertainty-preserving sequencing,narrowed,high,passive-first,mixed,"Strong emphasis on low-interaction infrastructural characterization before attributional or content-adjacent interpretation under a medically suggestive namespace context. Retrieval sequencing explicitly prioritizes uncertainty preservation, proportional escalation, and procedural refinement while avoiding premature semantic or trustworthiness inference.",8,1,1,1,0,1,1,1,0,RF,v1
study1_P1,S1,P1_069,R1,3,chatgpt,5/28/2026,caldrison.finance,caldrison,.finance,sector-specific,finance,full_triage,S1_P1,Passive infrastructure and registration signal retrieval,infrastructure,"Query DNS resolution status, WHOIS/registration metadata availability, TLS certificate presence, nameserver configuration, basic HTTP status/header behavior, and domain-age/registration-recency indicators to determine whether the namespace appears operational, dormant, ephemeral, or actively maintained without substantive interaction.",91,Organizational and ownership attribution retrieval,attribution,"Query registrant type visibility, jurisdictional indicators, business/regulatory references, naming-registration consistency, and contact-structure patterns to situate the source within an identifiable organizational or operational context without legitimacy inference.",84,Constrained surface-level content characterization,content,"Retrieve landing-page existence, transactional prompts, login/account flows, regulatory/compliance claims, declared organizational identity, contact disclosures, and only extremely high-level topical cues to characterize operational function and interaction risk without deep semantic evaluation.",79,,,,,,,,,finance-sensitive attribution-aware sequencing,narrowed,high,passive-first,mixed,"Strong emphasis on low-interaction infrastructure characterization and attribution-oriented uncertainty reduction before any content-adjacent interpretation in a finance-associated namespace context. Retrieval sequencing prioritizes operational existence, ownership structure, and interaction-risk characterization while explicitly separating procedural handling from legitimacy or trustworthiness assessment.",9,1,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_070,R1,4,chatgpt,5/28/2026,caldrison.legal,caldrison,.legal,sector-specific,legal,full_triage,S1_P1,Passive infrastructure and registration metadata retrieval,infrastructure,"Query DNS resolution status, WHOIS/registration availability, nameserver configuration, certificate-transparency presence, registrar metadata, registration-recency indicators, and basic HTTP status/header behavior to determine whether the namespace appears operational, dormant, parked, ephemeral, or infrastructurally established without substantive interaction.",88,Entity and organizational attribution retrieval,attribution,"Query organization names, legal-entity references, contact structures, jurisdictional indicators, professional-affiliation claims, and publicly exposed ownership/operator metadata to determine whether the source appears institutionally associated, commercially deployed, individually operated, or attributionally opaque.",81,Limited surface-level functional characterization,content,"Retrieve homepage existence, title metadata, navigation categories, login/client-portal indicators, service-type labeling, and coarse informational/transactional/dormant functionality cues without deep semantic interpretation.",76,,,,,,,,,legal-sensitive attribution-first sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on minimizing unsupported assumptions through low-interaction infrastructure characterization followed by attribution-oriented uncertainty reduction before functional or semantic interpretation. Retrieval sequencing prioritizes operational existence, organizational context, and procedural ambiguity reduction while explicitly avoiding premature legitimacy, expertise, or trustworthiness inference.",7,1,1,1,0,1,1,1,0,RF,v1
study1_P1,S1,P1_071,R1,5,chatgpt,5/28/2026,caldrison.kids,caldrison,.kids,sector-specific,child-oriented,full_triage,S1_P1,Passive DNS and registration-layer metadata retrieval,infrastructure,"Query DNS resolution status, nameserver configuration, registrar and registration dates, TLD policy characteristics, and passive certificate-transparency presence to determine whether the domain appears operational, dormant, placeholder-only, newly registered, or minimally configured without active content interaction.",88,Passive HTTP surface characterization,behavior,"Retrieve HTTP/HTTPS resolution behavior, redirects, response headers, status codes, and landing-infrastructure presence to classify whether the source behaves like an active web property, parked domain, undeployed asset, or inaccessible endpoint.",84,Minimal landing-page/metadata retrieval,content,"Retrieve page title, meta description, extremely limited visible text, language indicators, and obvious access gates/placeholders to obtain constrained semantic indicators without full content ingestion.",79,Ownership and affiliation indicator retrieval,attribution,"Query organization references, contact structures, published operator identity, jurisdictional indicators, and existence of privacy-policy or terms pages without substantive evaluation to assess operational identity coherence.",73,,,,,child-oriented infrastructure-before-semantics sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on infrastructure-before-semantics sequencing under a child-associated namespace context. Retrieval logic prioritizes passive operational characterization, constrained semantic sampling, and later identity-coherence checks while explicitly avoiding premature trust, authority, or reliability inference.",8,1,1,1,0,1,1,1,1,RF,v1
study1_P1,S1,P1_072,R1,6,chatgpt,5/28/2026,caldrison.org,caldrison,.org,general-purpose,general,full_triage,S1_P1,Passive infrastructure-level inspection,infrastructure,"Query DNS resolution status, nameserver configuration, MX records, TLS certificate presence, WHOIS/registration metadata, and basic HTTP status/redirect/header metadata to determine whether the domain appears operational, dormant, parked, misconfigured, newly registered, or minimally maintained without substantive content retrieval.",92,Minimal surface-level endpoint characterization,behavior,"Retrieve homepage with scripts disabled, redirect destination, MIME/content-type, page title, robots.txt/favicon presence, and passive hosting/CMS fingerprints to obtain minimal contextual and operational classification without full semantic or trust analysis.",86,Lightweight provenance and temporal assessment,attribution,"Query registration age, recent DNS/certificate changes, hosting-continuity indicators, infrastructure churn, and coarse hosting geolocation to assess stability, recent emergence, or volatility affecting verification priority.",73,,,,,,,,,general-purpose operational-first sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on low-interaction operational characterization before semantic interpretation under general-purpose namespace uncertainty. Retrieval sequencing prioritizes existence, minimal endpoint classification, and temporal/provenance stability while explicitly avoiding conflation of operational observability with legitimacy, authority, or correctness.",4,0,1,0,0,1,1,1,0,RF,v1
